Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome,Attrition
29,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,A,A,Single,2404,Yes,3,C,0,0,0,0,10,Yes
33,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,A,D,Single,3452,No,5,C,3,2,0,2,13,No
45,Travel_Rarely,Research & Development,Medical,D,Female,C,A,D,Divorced,2270,No,8,C,5,3,0,2,1,No
50,Travel_Rarely,Research & Development,Medical,D,Male,C,D,D,Divorced,17399,No,32,B,5,4,1,3,1,No
33,Travel_Frequently,Research & Development,Other,C,Female,D,B,B,Married,5488,Yes,6,C,6,5,1,2,1,No
41,Travel_Frequently,Research & Development,Medical,A,Male,C,D,C,Divorced,19419,No,21,D,18,16,0,11,9,No
27,Travel_Rarely,Research & Development,Technical Degree,C,Female,C,A,B,Married,2811,No,4,C,2,2,2,2,16,No
45,Non-Travel,Research & Development,Life Sciences,D,Male,C,B,A,Married,3633,Yes,9,C,9,8,0,8,23,No
47,Travel_Rarely,Sales,Life Sciences,D,Female,C,B,D,Single,4163,Yes,9,C,9,0,0,7,4,No
30,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,A,C,Married,2132,Yes,7,C,5,2,0,1,22,Yes
50,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,C,Married,13973,Yes,22,C,12,11,1,5,24,No
38,Travel_Frequently,Research & Development,Medical,C,Male,C,A,C,Married,2684,No,3,B,2,1,0,2,10,No
46,Travel_Rarely,Research & Development,Medical,D,Male,C,C,C,Divorced,10845,No,13,C,8,7,0,7,7,No
24,Travel_Rarely,Research & Development,Medical,D,Female,B,B,C,Divorced,4377,No,5,C,4,2,3,2,17,No
35,Travel_Rarely,Research & Development,Other,C,Male,B,A,B,Divorced,3743,Yes,5,A,4,2,0,2,14,Yes
31,Travel_Frequently,Research & Development,Life Sciences,C,Female,C,B,A,Married,4148,No,4,C,4,3,0,3,1,No
18,Non-Travel,Research & Development,Life Sciences,B,Male,C,A,D,Single,1051,No,0,C,0,0,0,0,5,No
54,Travel_Rarely,Research & Development,Technical Degree,C,Female,C,C,C,Married,10739,No,22,C,10,7,0,8,17,No
35,Travel_Rarely,Research & Development,Medical,C,Female,C,C,C,Divorced,10388,Yes,16,B,16,10,10,1,25,No
30,Travel_Rarely,Research & Development,Life Sciences,B,Female,D,C,A,Married,11416,Yes,9,B,8,7,1,7,8,No
20,Travel_Rarely,Research & Development,Medical,D,Female,B,A,A,Single,2600,Yes,1,C,1,0,0,0,11,Yes
30,Travel_Frequently,Research & Development,Medical,B,Female,C,A,B,Single,2422,No,4,C,3,2,1,2,5,Yes
26,Travel_Rarely,Research & Development,Medical,D,Male,D,B,D,Married,5472,No,8,C,8,7,1,3,2,No
22,Travel_Rarely,Research & Development,Life Sciences,B,Male,A,A,A,Married,2451,No,4,B,4,3,1,1,8,No
48,Travel_Rarely,Research & Development,Life Sciences,A,Male,B,B,C,Single,4240,No,19,C,2,2,2,2,6,No
48,Travel_Rarely,Research & Development,Life Sciences,C,Male,B,C,C,Single,10999,No,27,C,15,11,4,8,4,No
41,Travel_Rarely,Research & Development,Medical,D,Female,C,B,C,Single,5003,No,8,C,2,2,2,1,7,No
39,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,D,D,Married,12742,No,21,C,21,6,11,8,1,No
27,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,B,D,Married,4227,No,4,C,3,2,2,2,2,No
35,Travel_Rarely,Research & Development,Other,B,Male,C,A,D,Divorced,3917,No,3,B,3,2,1,2,10,No
42,Travel_Rarely,Sales,Marketing,D,Male,C,D,C,Married,18303,No,21,D,1,0,0,0,5,No
50,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,D,Married,2380,No,8,C,1,0,0,0,9,No
59,Travel_Rarely,Research & Development,Life Sciences,C,Female,B,D,D,Single,13726,Yes,30,C,5,3,4,3,2,No
37,Travel_Rarely,Research & Development,Medical,A,Female,A,B,B,Married,4777,No,15,A,1,0,0,0,11,Yes
55,Travel_Frequently,Research & Development,Medical,C,Male,C,B,B,Married,6385,Yes,17,C,8,7,6,7,18,No
41,Non-Travel,Research & Development,Life Sciences,B,Female,A,D,C,Divorced,19973,No,21,C,21,16,5,10,7,No
38,Travel_Rarely,Sales,Life Sciences,B,Male,C,B,D,Single,6861,Yes,19,C,1,0,0,0,3,No
26,Non-Travel,Sales,Medical,B,Male,A,B,A,Single,4969,No,7,C,2,2,2,2,29,Yes
52,Travel_Rarely,Sales,Marketing,A,Female,A,D,D,Married,19845,No,33,C,32,14,6,9,2,Yes
44,Travel_Rarely,Sales,Medical,D,Female,D,D,D,Married,13320,Yes,23,C,12,11,11,11,28,No
50,Non-Travel,Sales,Life Sciences,D,Female,C,B,C,Married,6347,No,19,C,18,7,0,13,1,No
36,Travel_Rarely,Research & Development,Life Sciences,C,Female,D,A,A,Single,2743,No,18,C,17,13,15,14,16,Yes
39,Travel_Frequently,Research & Development,Medical,D,Female,C,C,A,Single,10880,Yes,21,C,21,6,2,8,22,No
33,Non-Travel,Sales,Life Sciences,B,Female,B,A,D,Single,2342,No,3,B,2,2,2,2,8,No
45,Travel_Rarely,Sales,Life Sciences,D,Female,C,D,D,Married,17650,No,26,D,9,3,1,1,11,No
32,Non-Travel,Research & Development,Medical,D,Female,C,A,C,Single,4025,No,10,C,8,7,7,7,29,No
34,Travel_Rarely,Sales,Marketing,B,Male,D,B,D,Divorced,9725,No,16,B,15,1,0,9,1,No
59,Travel_Rarely,Sales,Technical Degree,B,Male,C,C,D,Married,11904,Yes,14,A,6,4,0,4,1,No
45,Travel_Rarely,Human Resources,Medical,B,Male,C,A,B,Single,2177,No,6,C,6,3,0,4,24,No
53,Travel_Frequently,Sales,Marketing,C,Female,B,C,B,Married,7525,No,30,C,15,7,6,12,2,No
36,Travel_Rarely,Research & Development,Other,A,Male,C,B,C,Divorced,4834,No,9,B,1,0,0,0,15,Yes
26,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,A,A,Married,2042,Yes,6,C,3,2,1,2,2,Yes
34,Travel_Rarely,Sales,Life Sciences,C,Female,C,A,C,Married,2220,Yes,1,C,1,1,0,0,10,No
28,Travel_Rarely,Sales,Medical,D,Male,C,A,B,Married,1052,No,1,C,1,0,0,0,10,No
38,Travel_Frequently,Research & Development,Other,C,Male,C,A,C,Married,2821,No,8,C,2,2,2,2,3,No
50,Travel_Rarely,Research & Development,Medical,B,Male,C,D,C,Married,19237,Yes,29,B,8,1,7,7,2,No
37,Travel_Rarely,Research & Development,Other,D,Female,C,B,B,Single,4107,No,8,B,4,3,0,1,3,No
40,Travel_Rarely,Sales,Marketing,C,Male,C,B,A,Married,8396,No,8,B,7,7,7,5,26,No
26,Travel_Frequently,Research & Development,Medical,A,Female,B,A,C,Divorced,2007,No,5,C,5,3,1,3,1,No
46,Travel_Rarely,Research & Development,Medical,D,Male,C,D,D,Divorced,19627,No,23,C,2,2,2,2,1,No
54,Travel_Rarely,Sales,Life Sciences,C,Female,B,C,C,Married,10686,No,13,C,9,4,7,0,2,No
56,Travel_Frequently,Research & Development,Medical,A,Female,C,A,C,Married,2942,No,18,C,5,4,0,3,9,No
36,Travel_Rarely,Research & Development,Medical,D,Female,B,C,D,Single,8858,No,15,B,14,8,7,8,12,No
55,Non-Travel,Research & Development,Medical,C,Male,B,D,A,Single,16756,No,31,D,9,7,6,2,2,No
43,Travel_Rarely,Sales,Medical,C,Male,B,C,D,Divorced,10798,No,18,C,1,0,0,0,25,No
20,Travel_Frequently,Sales,Marketing,D,Female,C,A,D,Single,2323,Yes,2,C,2,2,0,2,9,Yes
21,Travel_Rarely,Research & Development,Life Sciences,C,Female,B,A,A,Single,1416,No,1,B,1,0,1,0,10,Yes
46,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,B,A,Divorced,4615,Yes,19,C,16,13,1,7,8,No
51,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,C,Married,2461,Yes,18,D,10,0,2,7,4,Yes
28,Non-Travel,Research & Development,Technical Degree,B,Male,B,C,A,Single,8722,No,10,B,10,7,1,9,24,Yes
26,Travel_Rarely,Research & Development,Medical,A,Male,B,A,A,Married,3955,No,6,C,5,3,1,3,1,No
30,Travel_Rarely,Research & Development,Other,C,Male,C,B,A,Married,9957,No,7,B,6,2,0,2,20,No
41,Travel_Rarely,Research & Development,Technical Degree,B,Female,D,A,C,Married,3376,No,10,C,10,6,0,8,7,No
38,Travel_Rarely,Research & Development,Life Sciences,C,Female,B,C,C,Married,8823,No,20,B,19,9,1,9,17,No
40,Travel_Rarely,Research & Development,Technical Degree,A,Male,C,C,D,Married,10322,No,14,C,11,10,11,1,20,No
27,Non-Travel,Research & Development,Life Sciences,A,Male,A,A,C,Married,4621,No,3,C,3,2,1,2,8,No
55,Travel_Frequently,Research & Development,Life Sciences,D,Male,C,C,B,Married,10976,No,23,C,3,2,1,2,2,No
28,Travel_Rarely,Research & Development,Other,C,Female,C,B,C,Single,3660,No,10,D,8,7,1,7,10,No
44,Travel_Rarely,Human Resources,Medical,B,Male,B,C,A,Married,10482,No,24,C,20,6,3,6,1,Yes
33,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,C,D,Divorced,7119,No,9,C,3,2,1,2,5,No
35,Travel_Rarely,Sales,Technical Degree,D,Male,C,C,A,Single,9582,Yes,9,C,8,7,4,7,4,Yes
33,Travel_Frequently,Research & Development,Medical,A,Female,B,B,C,Single,4508,No,14,C,13,7,3,8,29,Yes
28,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,C,Divorced,2207,No,4,B,4,2,2,2,15,No
34,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,B,D,Single,7756,No,7,B,6,2,0,4,3,No
37,Travel_Rarely,Sales,Life Sciences,D,Female,B,B,D,Divorced,6694,Yes,8,C,1,0,0,0,10,No
25,Travel_Rarely,Research & Development,Technical Degree,D,Male,C,A,D,Married,3691,Yes,7,D,7,7,5,6,4,Yes
26,Travel_Rarely,Research & Development,Medical,A,Male,C,A,C,Divorced,2377,No,1,B,1,1,0,0,21,Yes
33,Travel_Rarely,Research & Development,Medical,A,Male,B,A,B,Single,2313,Yes,5,C,2,2,2,2,25,Yes
42,Travel_Rarely,Research & Development,Medical,D,Male,C,D,A,Married,17665,No,23,C,22,6,13,7,2,No
28,Travel_Frequently,Research & Development,Medical,A,Male,B,A,B,Divorced,2596,No,1,C,1,0,0,0,1,Yes
50,Travel_Frequently,Sales,Other,D,Male,C,B,C,Single,4728,Yes,5,C,0,0,0,0,1,Yes
33,Travel_Frequently,Sales,Life Sciences,D,Female,C,B,B,Married,4302,No,4,C,3,2,0,2,7,No
34,Non-Travel,Research & Development,Life Sciences,C,Male,B,A,D,Married,2979,No,6,C,0,0,0,0,3,No
48,Non-Travel,Research & Development,Medical,A,Male,D,D,D,Single,16885,No,27,B,5,4,2,1,1,No
45,Non-Travel,Sales,Life Sciences,B,Female,B,B,C,Married,5593,No,15,C,15,10,4,12,9,No
52,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,C,B,Single,10445,No,18,C,8,6,4,0,7,No
38,Travel_Rarely,Sales,Marketing,C,Male,B,C,C,Divorced,8740,Yes,9,C,8,7,2,7,10,No
29,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,A,D,Divorced,2514,No,11,C,7,5,1,7,28,No
28,Travel_Rarely,Research & Development,Medical,D,Female,C,C,B,Divorced,7655,No,10,B,9,7,1,7,3,No
46,Travel_Rarely,Sales,Marketing,A,Male,C,D,C,Married,17465,No,23,C,12,9,4,9,3,No
38,Travel_Rarely,Sales,Marketing,D,Male,C,C,B,Single,7351,No,10,C,1,0,0,0,2,No
43,Travel_Frequently,Research & Development,Life Sciences,C,Female,C,C,A,Married,10820,No,18,C,8,7,0,1,27,No
39,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,D,D,Divorced,12169,No,21,C,18,7,11,5,2,Yes
40,Travel_Rarely,Research & Development,Medical,C,Male,B,D,C,Single,19626,No,21,D,20,7,4,9,14,No
21,Travel_Rarely,Research & Development,Technical Degree,D,Female,B,A,B,Single,2070,Yes,2,D,2,2,2,2,1,No
39,Non-Travel,Research & Development,Life Sciences,C,Male,C,B,B,Single,6782,No,9,B,5,4,0,3,9,No
36,Non-Travel,Research & Development,Life Sciences,A,Male,C,B,D,Single,7779,No,18,C,11,9,0,9,18,No
31,Travel_Frequently,Sales,Life Sciences,C,Male,D,A,D,Married,2791,No,3,C,2,2,2,2,20,No
28,Travel_Rarely,Research & Development,Life Sciences,A,Male,B,A,B,Married,3201,No,6,A,5,3,0,4,2,No
35,Travel_Frequently,Sales,Marketing,D,Male,C,B,D,Divorced,4968,No,5,C,5,2,0,2,11,No
49,Travel_Rarely,Sales,Technical Degree,D,Male,B,D,B,Married,13120,No,22,C,9,8,2,3,8,No
34,Travel_Frequently,Research & Development,Life Sciences,D,Male,C,B,C,Single,4033,No,5,B,3,2,0,2,2,No
29,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,A,B,Divorced,3291,No,8,B,7,5,1,1,10,No
42,Travel_Rarely,Research & Development,Medical,B,Male,A,B,D,Single,4272,No,16,C,1,0,0,0,29,No
29,Travel_Rarely,Research & Development,Medical,B,Male,B,B,D,Married,5056,Yes,10,B,10,7,1,2,8,No
38,Travel_Rarely,Human Resources,Human Resources,C,Male,D,A,C,Married,2844,No,7,D,7,6,5,0,1,No
28,Travel_Frequently,Research & Development,Life Sciences,C,Male,B,A,C,Divorced,2703,Yes,3,C,3,1,0,2,6,No
18,Non-Travel,Research & Development,Medical,C,Male,C,A,C,Single,1904,No,0,C,0,0,0,0,8,Yes
33,Travel_Rarely,Sales,Marketing,A,Female,C,B,A,Single,8224,Yes,6,C,5,2,0,3,9,Yes
41,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,A,D,Married,4766,Yes,6,C,1,0,0,0,12,No
31,Travel_Frequently,Research & Development,Medical,C,Male,C,A,C,Married,2610,No,2,B,2,2,2,2,15,Yes
37,Travel_Rarely,Research & Development,Medical,C,Female,B,B,D,Divorced,5731,No,9,C,6,2,1,3,25,No
27,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,A,C,Married,2539,No,4,C,4,2,2,2,6,No
34,Travel_Rarely,Sales,Life Sciences,B,Female,C,B,C,Married,5714,No,6,B,6,5,1,3,9,No
35,Travel_Rarely,Human Resources,Technical Degree,C,Male,C,A,C,Single,4323,No,6,A,5,4,1,4,8,No
29,Travel_Rarely,Sales,Life Sciences,D,Female,B,C,A,Married,7336,No,11,A,11,8,3,10,23,Yes
40,Travel_Frequently,Research & Development,Medical,B,Female,C,C,C,Single,13499,No,20,B,18,7,2,13,9,No
42,Travel_Frequently,Sales,Life Sciences,C,Male,C,D,A,Single,13758,Yes,22,B,21,9,13,14,12,Yes
42,Travel_Rarely,Sales,Marketing,B,Male,C,B,A,Single,5155,No,9,D,6,4,1,5,4,No
35,Travel_Rarely,Research & Development,Medical,D,Male,B,A,C,Married,2258,No,10,C,8,0,1,7,1,No
24,Travel_Rarely,Research & Development,Medical,D,Male,C,A,B,Single,3597,No,6,C,4,3,1,2,24,No
28,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,A,D,Married,2515,Yes,1,B,1,1,0,0,12,Yes
26,Travel_Rarely,Research & Development,Medical,A,Male,D,A,D,Married,4420,No,8,C,8,7,0,7,3,No
30,Travel_Rarely,Sales,Marketing,C,Male,B,B,C,Married,6578,No,10,C,10,3,1,4,10,No
40,Travel_Frequently,Research & Development,Medical,C,Female,B,B,D,Married,4422,Yes,16,A,1,1,0,0,26,No
35,Travel_Rarely,Research & Development,Life Sciences,C,Male,B,C,B,Divorced,10274,No,15,D,7,7,6,4,2,No
34,Travel_Frequently,Research & Development,Medical,D,Male,B,B,A,Single,5343,No,14,C,13,9,4,9,1,No
35,Travel_Frequently,Research & Development,Other,D,Male,B,A,D,Married,2376,No,2,D,2,2,2,2,4,No
43,Travel_Rarely,Sales,Marketing,A,Female,A,B,C,Single,5346,No,7,B,4,3,1,3,9,Yes
32,Non-Travel,Sales,Life Sciences,C,Female,C,A,A,Divorced,2827,No,1,C,1,0,0,0,2,No
56,Travel_Rarely,Research & Development,Technical Degree,D,Female,C,D,A,Divorced,19943,No,28,C,5,2,4,2,4,No
29,Travel_Rarely,Research & Development,Medical,B,Female,C,A,D,Married,3131,No,10,C,10,8,0,8,6,No
19,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,A,Single,2552,No,1,C,1,1,0,0,9,No
45,Travel_Rarely,Research & Development,Medical,A,Female,C,A,C,Married,4477,Yes,7,B,3,2,0,2,7,No
37,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,B,D,Married,6474,No,14,B,14,8,3,11,1,No
20,Travel_Rarely,Research & Development,Life Sciences,A,Male,B,A,C,Single,3033,No,2,B,2,2,1,2,3,No
44,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,C,Single,2936,Yes,6,C,6,4,0,2,10,Yes
53,Travel_Rarely,Research & Development,Medical,D,Female,C,D,C,Divorced,18606,No,26,C,7,7,4,7,7,No
29,Travel_Rarely,Research & Development,Life Sciences,B,Female,A,A,D,Married,2168,Yes,6,B,5,4,1,3,15,No
22,Travel_Frequently,Research & Development,Life Sciences,C,Male,B,A,D,Married,2853,Yes,1,C,0,0,0,0,3,Yes
46,Travel_Rarely,Sales,Marketing,C,Female,C,D,A,Married,17048,No,28,C,26,15,15,9,2,No
44,Non-Travel,Research & Development,Life Sciences,D,Male,A,A,C,Single,2290,No,6,C,0,0,0,0,17,No
33,Travel_Rarely,Human Resources,Human Resources,B,Male,C,A,C,Married,3600,No,5,C,5,4,1,4,2,No
41,Non-Travel,Research & Development,Life Sciences,A,Male,B,A,A,Divorced,2107,No,5,A,1,0,0,0,5,Yes
30,Travel_Rarely,Sales,Life Sciences,C,Male,C,B,A,Divorced,4115,No,8,C,4,3,0,3,29,No
40,Travel_Frequently,Sales,Medical,B,Male,C,B,B,Married,4327,No,5,C,0,0,0,0,2,No
50,Travel_Frequently,Research & Development,Medical,D,Female,C,D,A,Married,17856,No,32,C,2,2,2,2,2,No
28,Travel_Rarely,Research & Development,Medical,D,Male,B,A,A,Married,3196,No,6,C,6,5,3,3,19,No
46,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,B,Married,19081,No,25,C,4,2,0,3,15,No
35,Travel_Rarely,Sales,Life Sciences,C,Male,C,B,A,Married,8966,Yes,15,C,7,7,1,7,17,No
24,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,A,B,Married,2210,No,1,A,1,0,0,0,17,Yes
33,Travel_Frequently,Sales,Medical,B,Female,C,B,C,Married,4539,No,10,B,10,7,0,1,25,No
36,Travel_Rarely,Research & Development,Life Sciences,C,Male,A,A,C,Divorced,2741,No,7,C,7,7,1,7,6,No
30,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,B,C,Divorced,3491,No,10,B,10,7,8,9,7,No
44,Travel_Rarely,Research & Development,Other,D,Male,C,B,D,Single,4541,No,20,C,20,11,13,17,29,No
20,Travel_Rarely,Sales,Marketing,C,Male,D,A,D,Single,2678,No,2,C,2,1,2,2,21,No
46,Travel_Rarely,Research & Development,Technical Degree,D,Male,C,B,D,Divorced,7379,No,12,B,6,3,1,4,2,No
42,Non-Travel,Human Resources,Medical,D,Male,D,B,A,Married,6272,No,10,D,4,3,0,3,2,No
60,Travel_Rarely,Sales,Marketing,B,Male,D,B,D,Divorced,5220,Yes,12,C,11,7,1,9,7,No
32,Travel_Frequently,Research & Development,Other,C,Female,B,A,B,Married,2743,No,2,C,2,2,2,2,13,No
32,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,B,C,Single,4998,Yes,10,C,8,7,0,7,2,No
36,Travel_Rarely,Research & Development,Technical Degree,C,Female,A,C,A,Divorced,10252,Yes,17,C,7,7,7,7,1,No
33,Travel_Rarely,Research & Development,Medical,A,Male,C,A,D,Married,2781,No,15,C,14,10,4,10,9,No
40,Travel_Rarely,Sales,Technical Degree,B,Female,B,B,B,Divorced,6852,No,7,D,5,1,1,3,10,No
25,Travel_Rarely,Sales,Life Sciences,C,Male,C,B,D,Single,4950,No,5,C,4,3,1,1,10,No
30,Travel_Rarely,Research & Development,Medical,D,Male,C,A,B,Married,3579,Yes,12,C,11,9,5,7,1,No
42,Travel_Frequently,Research & Development,Medical,A,Female,C,C,A,Married,13191,Yes,20,C,1,0,0,0,26,No
35,Non-Travel,Sales,Marketing,C,Female,B,C,D,Married,10377,Yes,16,B,13,2,4,12,8,No
27,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,A,Married,2235,Yes,9,B,9,7,6,8,14,No
54,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,C,C,Divorced,10502,No,33,A,5,4,1,4,1,No
44,Travel_Rarely,Research & Development,Life Sciences,A,Female,D,A,D,Married,2011,No,10,C,10,5,7,7,2,No
19,Non-Travel,Research & Development,Medical,A,Female,B,A,B,Single,1859,Yes,1,D,1,1,0,0,10,Yes
29,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,A,D,Divorced,3760,No,3,C,3,2,1,2,1,No
54,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,D,Married,17779,No,36,C,10,9,0,9,3,No
31,Travel_Rarely,Research & Development,Medical,C,Male,C,B,A,Married,6833,Yes,6,B,6,5,0,1,11,No
31,Travel_Rarely,Research & Development,Medical,C,Female,B,B,A,Single,6812,No,10,C,10,9,1,8,24,No
59,Travel_Rarely,Sales,Life Sciences,C,Female,B,B,D,Single,5171,No,13,C,6,1,0,5,3,No
43,Travel_Rarely,Research & Development,Life Sciences,C,Male,A,D,D,Married,19740,No,25,C,8,7,0,7,3,No
49,Travel_Rarely,Research & Development,Medical,A,Male,B,D,C,Married,18711,No,23,D,1,0,0,0,4,No
36,Travel_Frequently,Research & Development,Technical Degree,C,Male,C,A,B,Married,3692,No,12,B,11,10,0,7,3,No
48,Travel_Rarely,Research & Development,Technical Degree,D,Male,D,A,B,Single,2559,No,7,B,1,0,0,0,2,No
27,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,C,Divorced,2517,No,5,C,5,3,0,3,4,No
29,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,B,D,Divorced,6623,Yes,6,C,6,0,1,0,7,No
48,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,D,D,Single,18265,No,25,D,1,0,0,0,1,No
29,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,D,D,Divorced,16124,No,9,B,7,7,1,7,1,No
34,Travel_Rarely,Research & Development,Technical Degree,C,Female,D,A,C,Married,2585,No,2,B,1,0,0,0,20,No
44,Travel_Rarely,Sales,Marketing,B,Male,C,D,B,Married,18213,No,26,C,22,9,3,10,5,No
33,Travel_Rarely,Sales,Marketing,D,Male,D,C,C,Divorced,8380,Yes,10,C,9,8,0,8,10,No
19,Travel_Rarely,Research & Development,Life Sciences,B,Female,D,A,D,Single,2994,Yes,1,C,1,0,0,1,25,No
23,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,A,C,Married,1223,No,1,C,1,0,0,1,1,No
25,Travel_Frequently,Sales,Life Sciences,C,Male,A,A,D,Single,1118,Yes,1,C,1,0,1,0,24,Yes
26,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,D,Single,2875,Yes,8,B,8,5,2,2,4,No
45,Travel_Rarely,Sales,Marketing,A,Female,A,D,B,Single,18824,Yes,26,C,24,10,1,11,2,Yes
55,Non-Travel,Research & Development,Medical,D,Male,B,D,B,Divorced,13577,Yes,34,C,33,9,15,0,8,No
21,Travel_Frequently,Research & Development,Life Sciences,A,Female,B,A,C,Single,2625,No,2,A,2,2,2,2,10,Yes
46,Travel_Rarely,Sales,Marketing,D,Female,B,D,B,Married,18789,No,26,C,11,4,0,8,4,No
34,Travel_Rarely,Sales,Marketing,C,Female,C,B,A,Single,4538,Yes,4,C,3,2,0,2,2,No
51,Travel_Frequently,Sales,Life Sciences,D,Male,C,D,B,Divorced,19847,Yes,31,B,29,10,11,10,9,No
59,Travel_Rarely,Research & Development,Medical,D,Male,C,C,D,Single,10512,No,25,B,9,7,5,4,18,No
34,Travel_Frequently,Research & Development,Medical,C,Female,C,B,B,Divorced,4444,No,15,D,11,8,5,10,19,No
28,Travel_Frequently,Research & Development,Medical,D,Male,C,A,C,Single,2154,Yes,5,B,4,2,0,2,1,No
44,Travel_Rarely,Research & Development,Life Sciences,C,Male,D,D,A,Divorced,19190,No,26,B,25,9,14,13,4,No
34,Travel_Frequently,Human Resources,Life Sciences,C,Male,B,B,B,Married,4490,No,14,D,10,9,1,8,11,No
35,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,C,Married,3506,Yes,4,C,3,2,2,2,6,No
42,Travel_Rarely,Research & Development,Medical,B,Female,D,B,B,Married,2372,Yes,18,C,1,0,0,0,7,No
43,Travel_Rarely,Sales,Marketing,D,Female,B,C,D,Single,10231,No,23,D,21,7,15,17,4,No
36,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,B,B,Single,5410,Yes,18,C,16,14,5,12,2,No
44,Travel_Rarely,Research & Development,Medical,A,Female,C,C,D,Married,7978,No,10,C,10,7,0,5,15,Yes
28,Travel_Frequently,Research & Development,Life Sciences,D,Male,B,A,D,Married,3867,Yes,2,C,2,2,2,2,2,No
51,Travel_Frequently,Research & Development,Medical,B,Female,B,A,C,Single,2838,No,8,B,7,0,7,7,6,No
30,Non-Travel,Research & Development,Medical,C,Female,C,B,C,Single,4695,Yes,10,C,8,4,1,7,9,No
29,Travel_Rarely,Research & Development,Technical Degree,B,Female,C,A,C,Divorced,3339,Yes,10,C,7,7,7,7,7,Yes
28,Travel_Rarely,Research & Development,Technical Degree,D,Male,C,A,A,Single,2080,No,5,B,3,2,1,2,1,No
25,Travel_Rarely,Research & Development,Medical,D,Female,C,A,B,Single,2096,No,2,B,2,2,2,1,1,No
32,Travel_Rarely,Sales,Medical,C,Male,D,B,D,Married,6209,No,10,D,10,7,0,8,8,No
45,Travel_Frequently,Research & Development,Medical,B,Female,C,D,B,Single,18061,No,22,C,0,0,0,0,25,No
39,Travel_Rarely,Research & Development,Medical,C,Female,B,D,B,Divorced,17123,Yes,21,C,19,9,15,2,13,No
58,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,C,Divorced,2372,No,2,C,2,2,2,2,23,No
32,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,B,C,Married,4883,No,10,C,10,4,1,1,7,Yes
39,Travel_Rarely,Research & Development,Medical,C,Male,C,A,A,Single,3904,No,6,C,5,2,0,3,23,Yes
30,Travel_Rarely,Research & Development,Technical Degree,A,Female,B,B,D,Married,4627,No,10,C,9,2,6,7,6,No
36,Travel_Rarely,Research & Development,Technical Degree,D,Female,C,C,C,Married,7094,No,10,C,7,7,1,7,10,No
46,Travel_Rarely,Human Resources,Life Sciences,D,Female,C,A,A,Single,3423,No,10,D,7,6,5,7,1,No
28,Non-Travel,Research & Development,Life Sciences,C,Female,A,B,D,Married,6674,No,10,C,9,8,7,5,1,No
50,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,D,A,Married,16880,Yes,25,C,3,2,1,2,28,No
40,Travel_Rarely,Sales,Marketing,D,Male,B,C,B,Single,9094,Yes,9,C,5,4,1,0,25,Yes
52,Travel_Rarely,Sales,Life Sciences,B,Male,C,C,B,Single,8446,Yes,10,B,8,7,7,7,5,Yes
